V4_3,Data Marking,Lower limit,Upper limit,yyyy-yy,Time,administrative-geography,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate
7.55,,7.4,7.7,2019-20,2019-20,S12000015,Fife,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2019-20,2019-20,E07000205,Suffolk Coastal,anxiety,Anxiety,poor,Poor
40.43,,27.33,53.53,2019-20,2019-20,E07000050,North Dorset,anxiety,Anxiety,very-good,Very good
20.14,,14.61,25.66,2011-12,2011-12,E07000049,East Dorset,anxiety,Anxiety,poor,Poor
15.99,,12.68,19.3,2016-17,2016-17,S12000015,Fife,anxiety,Anxiety,fair,Fair
21.26,,18.03,24.48,2018-19,2018-19,E06000029,Poole,anxiety,Anxiety,poor,Poor
23.46,,16.7,30.22,2018-19,2018-19,E07000049,East Dorset,anxiety,Anxiety,good,Good
25.29,,21.86,28.71,2015-16,2015-16,E06000029,Poole,anxiety,Anxiety,good,Good
13.87,,8.74,19.0,2016-17,2016-17,E07000049,East Dorset,anxiety,Anxiety,poor,Poor
18.59,,12.35,24.83,2015-16,2015-16,E07000205,Suffolk Coastal,anxiety,Anxiety,fair,Fair
7.74,,7.43,8.04,2013-14,2013-14,E07000206,Waveney,worthwhile,Worthwhile,average-mean,Average (mean)
7.55,,7.05,8.05,2019-20,2019-20,E07000206,Waveney,happiness,Happiness,average-mean,Average (mean)
7.13,,6.51,7.74,2015-16,2015-16,E07000053,Weymouth and Portland,happiness,Happiness,average-mean,Average (mean)
7.83,,7.67,7.98,2019-20,2019-20,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.87,,7.29,8.45,2017-18,2017-18,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
23.95,,20.11,27.78,2017-18,2017-18,S12000044,North Lanarkshire,anxiety,Anxiety,good,Good
39.88,,36.62,43.13,2011-12,2011-12,E10000009,Dorset,anxiety,Anxiety,very-good,Very good
,x,,,2019-20,2019-20,E07000048,Christchurch,anxiety,Anxiety,fair,Fair
23.43,,19.59,27.27,2019-20,2019-20,S12000046,Glasgow City,anxiety,Anxiety,good,Good
18.72,,15.77,21.67,2015-16,2015-16,E06000029,Poole,anxiety,Anxiety,poor,Poor
23.19,,19.97,26.4,2017-18,2017-18,E10000009,Dorset,anxiety,Anxiety,good,Good
,x,,,2012-13,2012-13,E07000206,Waveney,anxiety,Anxiety,poor,Poor
2.83,,2.62,3.04,2015-16,2015-16,E06000028,Bournemouth,anxiety,Anxiety,average-mean,Average (mean)
8.02,,7.58,8.46,2019-20,2019-20,E07000205,Suffolk Coastal,worthwhile,Worthwhile,average-mean,Average (mean)
7.70,,7.45,7.94,2015-16,2015-16,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
14.63,,12.05,17.22,2013-14,2013-14,S12000024,Perth and Kinross,anxiety,Anxiety,fair,Fair
7.37,,6.97,7.77,2015-16,2015-16,E07000204,St Edmundsbury,happiness,Happiness,average-mean,Average (mean)
38.92,,34.3,43.54,2019-20,2019-20,E10000009,Dorset,anxiety,Anxiety,very-good,Very good
33.16,,25.2,41.12,2011-12,2011-12,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
47.14,,38.79,55.5,2011-12,2011-12,E07000050,North Dorset,anxiety,Anxiety,very-good,Very good
7.08,,6.45,7.71,2013-14,2013-14,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
,x,,,2012-13,2012-13,E07000050,North Dorset,anxiety,Anxiety,poor,Poor
15.36,,12.87,17.85,2013-14,2013-14,E06000029,Poole,anxiety,Anxiety,fair,Fair
,x,,,2012-13,2012-13,E07000201,Forest Heath,anxiety,Anxiety,very-good,Very good
,x,,,2018-19,2018-19,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
,x,,,2019-20,2019-20,E07000201,Forest Heath,anxiety,Anxiety,poor,Poor
,x,,,2013-14,2013-14,E07000049,East Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2014-15,2014-15,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
12.88,,9.38,16.37,2016-17,2016-17,S12000015,Fife,worthwhile,Worthwhile,fair,Fair
,x,,,2013-14,2013-14,E07000053,Weymouth and Portland,worthwhile,Worthwhile,poor,Poor
,x,,,2015-16,2015-16,E07000191,West Somerset,worthwhile,Worthwhile,very-good,Very good
39.26,,30.52,48.0,2018-19,2018-19,E07000049,East Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2014-15,2014-15,E07000191,West Somerset,worthwhile,Worthwhile,very-good,Very good
43.03,,34.78,51.28,2011-12,2011-12,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
15.04,,11.68,18.4,2019-20,2019-20,S12000015,Fife,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2018-19,2018-19,E07000048,Christchurch,life-satisfaction,Life Satisfaction,poor,Poor
64.40,,52.91,75.88,2019-20,2019-20,E07000050,North Dorset,life-satisfaction,Life Satisfaction,good,Good
33.75,,22.0,45.5,2019-20,2019-20,E07000048,Christchurch,life-satisfaction,Life Satisfaction,very-good,Very good
11.06,,8.7,13.43,2018-19,2018-19,E10000009,Dorset,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E07000048,Christchurch,life-satisfaction,Life Satisfaction,poor,Poor
45.27,,31.15,59.43,2016-17,2016-17,E07000191,West Somerset,life-satisfaction,Life Satisfaction,good,Good
46.96,,39.59,54.32,2014-15,2014-15,E07000049,East Dorset,worthwhile,Worthwhile,good,Good
47.14,,34.92,59.35,2019-20,2019-20,E07000053,Weymouth and Portland,worthwhile,Worthwhile,good,Good
,x,,,2018-19,2018-19,E07000049,East Dorset,worthwhile,Worthwhile,fair,Fair
51.17,,48.84,57.76,2013-14,2013-14,E06000029,Poole,worthwhile,Worthwhile,good,Good
4.63,,2.99,6.28,2012-13,2012-13,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
49.88,,45.54,54.21,2018-19,2018-19,S12000046,Glasgow City,worthwhile,Worthwhile,good,Good
,x,,,2015-16,2015-16,E07000048,Christchurch,worthwhile,Worthwhile,very-good,Very good
48.15,,43.21,53.09,2019-20,2019-20,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
,x,,,2012-13,2012-13,E07000191,West Somerset,worthwhile,Worthwhile,good,Good
51.19,,46.83,55.59,2016-17,2016-17,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
52.38,,47.52,57.24,2017-18,2017-18,S12000015,Fife,life-satisfaction,Life Satisfaction,good,Good
,x,,,2019-20,2019-20,E07000051,Purbeck,life-satisfaction,Life Satisfaction,poor,Poor
5.20,,3.51,6.9,2017-18,2017-18,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,poor,Poor
54.49,,50.3,58.67,2017-18,2017-18,E06000029,Poole,life-satisfaction,Life Satisfaction,good,Good
,x,,,2011-12,2011-12,E07000051,Purbeck,life-satisfaction,Life Satisfaction,good,Good
57.29,,47.64,66.95,2017-18,2017-18,E07000050,North Dorset,life-satisfaction,Life Satisfaction,good,Good
15.81,,12.45,19.16,2016-17,2016-17,S12000046,Glasgow City,worthwhile,Worthwhile,fair,Fair
48.65,,39.11,58.2,2017-18,2017-18,E07000206,Waveney,life-satisfaction,Life Satisfaction,good,Good
35.51,,25.59,44.33,2013-14,2013-14,E10000009,Dorset,worthwhile,Worthwhile,very-good,Very good
56.28,,48.32,64.23,2017-18,2017-18,E07000049,East Dorset,worthwhile,Worthwhile,good,Good
57.52,,53.43,61.69,2014-15,2014-15,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
36.60,,32.72,40.48,2015-16,2015-16,E10000009,Dorset,worthwhile,Worthwhile,very-good,Very good
51.77,,41.37,62.16,2019-20,2019-20,E07000190,Taunton Deane,worthwhile,Worthwhile,good,Good
10.96,,7.72,14.19,2018-19,2018-19,S12000024,Perth and Kinross,worthwhile,Worthwhile,fair,Fair
11.49,,8.7,14.31,2015-16,2015-16,E06000028,Bournemouth,worthwhile,Worthwhile,fair,Fair
44.0,41.83,57.47,2013-14,2013-14,E07000048,Christchurch,worthwhile,Worthwhile,good,Good
,x,,,2013-14,2013-14,E07000051,Purbeck,worthwhile,Worthwhile,good,Good
48.10,,39.58,56.62,2012-13,2012-13,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
26.35,,22.89,29.8,2013-14,2013-14,S12000015,Fife,life-satisfaction,Life Satisfaction,very-good,Very good
54.98,,40.03,58.25,2014-15,2014-15,E07000049,East Dorset,life-satisfaction,Life Satisfaction,good,Good
,x,,,2012-13,2012-13,E07000049,East Dorset,life-satisfaction,Life Satisfaction,poor,Poor
29.57,,23.38,35.76,2011-12,2011-12,E07000052,West Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
45.47,,41.77,49.17,2011-12,2011-12,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
27.82,,23.66,31.98,2019-20,2019-20,S12000015,Fife,life-satisfaction,Life Satisfaction,very-good,Very good
21.87,,13.88,29.85,2017-18,2017-18,E07000050,North Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2017-18,2017-18,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2014-15,2014-15,E07000204,St Edmundsbury,worthwhile,Worthwhile,good,Good
21.01,,13.63,28.37,2013-14,2013-14,E07000048,Christchurch,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2011-12,2011-12,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,fair,Fair
56.06,,43.05,69.06,2013-14,2013-14,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,good,Good
,x,,,2015-16,2015-16,E07000048,Christchurch,life-satisfaction,Life Satisfaction,poor,Poor
26.54,,22.55,30.55,2016-17,2016-17,S12000046,Glasgow City,worthwhile,Worthwhile,very-good,Very good
21.41,,18.45,24.37,2012-13,2012-13,S12000044,North Lanarkshire,anxiety,Anxiety,poor,Poor
7.72,,7.58,7.86,2013-14,2013-14,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
35.53,,31.0,40.05,2019-20,2019-20,S12000046,Glasgow City,anxiety,Anxiety,very-good,Very good
35.22,,31.0,39.42,2016-17,2016-17,S12000044,North Lanarkshire,happiness,Happiness,very-good,Very good
40.94,,36.9,45.07,2016-17,2016-17,E06000028,Bournemouth,happiness,Happiness,good,Good
,x,,,2016-17,2016-17,E07000048,Christchurch,happiness,Happiness,fair,Fair
36.48,,28.33,44.64,2011-12,2011-12,E07000205,Suffolk Coastal,happiness,Happiness,very-good,Very good
36.01,,32.16,39.87,2015-16,2015-16,S12000044,North Lanarkshire,happiness,Happiness,good,Good
,x,,,2012-13,2012-13,E07000201,Forest Heath,happiness,Happiness,poor,Poor
,x,,,2017-18,2017-18,E07000206,Waveney,happiness,Happiness,fair,Fair
7.99,,7.64,8.33,2016-17,2016-17,E07000204,St Edmundsbury,worthwhile,Worthwhile,average-mean,Average (mean)
7.64,,7.04,8.25,2015-16,2015-16,E07000191,West Somerset,happiness,Happiness,average-mean,Average (mean)
7.79,,7.53,8.05,2015-16,2015-16,E07000049,East Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2019-20,2019-20,E07000053,Weymouth and Portland,anxiety,Anxiety,good,Good
16.60,,13.81,19.4,2013-14,2013-14,S12000015,Fife,anxiety,Anxiety,fair,Fair
16.81,,13.98,19.64,2012-13,2012-13,E06000029,Poole,anxiety,Anxiety,fair,Fair
38.10,,27.92,48.27,2014-15,2014-15,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
23.06,,19.91,26.2,2013-14,2013-14,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
53.51,,40.24,66.77,2014-15,2014-15,E07000051,Purbeck,anxiety,Anxiety,very-good,Very good
7.55,,6.96,8.15,2019-20,2019-20,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
45.34,,37.1,53.58,2016-17,2016-17,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
21.54,,18.22,24.86,2014-15,2014-15,S12000015,Fife,anxiety,Anxiety,poor,Poor
42.83,,35.28,50.38,2018-19,2018-19,E07000052,West Dorset,anxiety,Anxiety,very-good,Very good
20.54,,12.49,28.59,2012-13,2012-13,E07000048,Christchurch,anxiety,Anxiety,poor,Poor
15.36,,12.32,18.4,2018-19,2018-19,S12000046,Glasgow City,happiness,Happiness,fair,Fair
18.43,,12.25,24.61,2016-17,2016-17,E07000205,Suffolk Coastal,anxiety,Anxiety,fair,Fair
39.78,,35.38,44.17,2019-20,2019-20,S12000024,Perth and Kinross,happiness,Happiness,good,Good
,x,,,2019-20,2019-20,E07000049,East Dorset,happiness,Happiness,poor,Poor
51.60,,42.62,60.58,2017-18,2017-18,E07000205,Suffolk Coastal,happiness,Happiness,good,Good
,x,,,2018-19,2018-19,E07000204,St Edmundsbury,happiness,Happiness,poor,Poor
3.32,,2.41,4.23,2016-17,2016-17,E07000201,Forest Heath,anxiety,Anxiety,average-mean,Average (mean)
2.95,,2.7,3.2,2016-17,2016-17,S12000044,North Lanarkshire,anxiety,Anxiety,average-mean,Average (mean)
7.87,,7.56,8.19,2014-15,2014-15,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
16.72,,13.79,19.65,2012-13,2012-13,S12000046,Glasgow City,anxiety,Anxiety,fair,Fair
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
42.52,,38.84,46.19,2013-14,2013-14,S12000044,North Lanarkshire,anxiety,Anxiety,very-good,Very good
39.53,,35.18,43.87,2015-16,2015-16,S12000024,Perth and Kinross,happiness,Happiness,good,Good
34.89,,30.52,39.26,2017-18,2017-18,S12000015,Fife,happiness,Happiness,good,Good
18.67,,15.79,21.55,2011-12,2011-12,S12000044,North Lanarkshire,happiness,Happiness,fair,Fair
34.88,,31.21,38.54,2014-15,2014-15,S12000044,North Lanarkshire,happiness,Happiness,very-good,Very good
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,happiness,Happiness,very-good,Very good
8.37,,6.14,10.61,2014-15,2014-15,E06000029,Poole,happiness,Happiness,poor,Poor
39.40,,29.89,48.91,2014-15,2014-15,E07000053,Weymouth and Portland,happiness,Happiness,very-good,Very good
31.70,,27.71,35.69,2017-18,2017-18,E06000029,Poole,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000204,St Edmundsbury,happiness,Happiness,poor,Poor
41.12,,32.48,49.76,2017-18,2017-18,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
11.94,,9.14,14.74,2017-18,2017-18,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,fair,Fair
26.58,,22.62,30.54,2018-19,2018-19,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2011-12,2011-12,E07000050,North Dorset,life-satisfaction,Life Satisfaction,poor,Poor
24.89,,21.3,28.36,2016-17,2016-17,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,very-good,Very good
12.47,,9.95,14.99,2018-19,2018-19,E06000029,Poole,life-satisfaction,Life Satisfaction,fair,Fair
6.04,,4.45,7.63,2012-13,2012-13,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,poor,Poor
53.17,,44.73,61.6,2018-19,2018-19,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,good,Good
48.11,,36.3,59.87,2016-17,2016-17,E07000204,St Edmundsbury,worthwhile,Worthwhile,good,Good
51.97,,42.62,61.31,2018-19,2018-19,E07000050,North Dorset,worthwhile,Worthwhile,good,Good
47.65,,38.48,56.64,2016-17,2016-17,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
,x,,,2012-13,2012-13,E07000201,Forest Heath,worthwhile,Worthwhile,very-good,Very good
37.77,,27.01,48.53,2019-20,2019-20,E07000206,Waveney,worthwhile,Worthwhile,very-good,Very good
,x,,,2018-19,2018-19,E07000051,Purbeck,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2015-16,2015-16,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
4.58,,3.02,6.14,2017-18,2017-18,E06000029,Poole,life-satisfaction,Life Satisfaction,poor,Poor
14.17,,11.73,16.61,2012-13,2012-13,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,fair,Fair
4.41,,2.77,6.04,2018-19,2018-19,E06000029,Poole,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2013-14,2013-14,E07000050,North Dorset,worthwhile,Worthwhile,fair,Fair
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
36.54,,24.88,48.2,2019-20,2019-20,E07000048,Christchurch,worthwhile,Worthwhile,very-good,Very good
,x,,,2018-19,2018-19,E06000029,Poole,worthwhile,Worthwhile,poor,Poor
,x,,,2016-17,2016-17,E07000051,Purbeck,worthwhile,Worthwhile,poor,Poor
,x,,,2017-18,2017-18,E07000204,St Edmundsbury,worthwhile,Worthwhile,poor,Poor
,x,,,2015-16,2015-16,E07000048,Christchurch,worthwhile,Worthwhile,poor,Poor
51.58,,42.73,60.4,2015-16,2015-16,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
35.94,,27.77,44.12,2014-15,2014-15,E07000206,Waveney,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
42.38,,31.55,53.2,2019-20,2019-20,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
50.35,,46.64,54.07,2013-14,2013-14,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,good,Good
31.61,,27.29,35.94,2018-19,2018-19,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,very-good,Very good
14.61,,10.65,18.56,2019-20,2019-20,E06000029,Poole,life-satisfaction,Life Satisfaction,fair,Fair
13.10,,10.42,15.78,2018-19,2018-19,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2019-20,2019-20,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,poor,Poor
24.82,,20.79,28.86,2015-16,2015-16,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
18.80,,16.03,21.57,2012-13,2012-13,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,fair,Fair
28.45,,23.99,32.91,2017-18,2017-18,S12000015,Fife,life-satisfaction,Life Satisfaction,very-good,Very good
54.71,,45.2,64.23,2012-13,2012-13,E07000052,West Dorset,life-satisfaction,Life Satisfaction,good,Good
11.27,,8.43,14.1,2018-19,2018-19,E06000028,Bournemouth,worthwhile,Worthwhile,fair,Fair
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,worthwhile,Worthwhile,poor,Poor
30.15,,25.65,34.65,2019-20,2019-20,S12000046,Glasgow City,worthwhile,Worthwhile,very-good,Very good
,x,,,2012-13,2012-13,E07000201,Forest Heath,worthwhile,Worthwhile,poor,Poor
5.14,,3.6,6.68,2013-14,2013-14,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,poor,Poor
24.47,,31.47,34.76,2014-15,2014-15,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
15.55,,12.49,18.61,2017-18,2017-18,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,good,Good
7.01,,5.18,8.83,2012-13,2012-13,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,poor,Poor
52.07,,47.72,55.75,2014-15,2014-15,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,good,Good
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2018-19,2018-19,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2012-13,2012-13,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2011-12,2011-12,E07000051,Purbeck,anxiety,Anxiety,poor,Poor
20.88,,14.32,27.45,2011-12,2011-12,E07000050,North Dorset,anxiety,Anxiety,good,Good
7.78,,5.78,9.79,2016-17,2016-17,E06000029,Poole,happiness,Happiness,poor,Poor
34.16,,24.03,44.32,2016-17,2016-17,E07000204,St Edmundsbury,happiness,Happiness,good,Good
40.52,,29.08,51.94,2016-17,2016-17,E07000048,Christchurch,happiness,Happiness,good,Good
,x,,,2011-12,2011-12,E07000205,Suffolk Coastal,happiness,Happiness,poor,Poor
,x,,,2017-18,2017-18,E07000048,Christchurch,worthwhile,Worthwhile,poor,Poor
11.74,,9.13,14.34,2014-15,2014-15,S12000046,Glasgow City,worthwhile,Worthwhile,fair,Fair
50.12,,46.2,54.04,2014-15,2014-15,S12000024,Perth and Kinross,worthwhile,Worthwhile,good,Good
43.47,,33.25,53.74,2016-17,2016-17,E07000051,Purbeck,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,anxiety,Anxiety,good,Good
39.93,,31.81,48.05,2014-15,2014-15,E07000205,Suffolk Coastal,anxiety,Anxiety,very-good,Very good
,x,,,2013-14,2013-14,E07000191,West Somerset,anxiety,Anxiety,good,Good
34.85,,30.83,38.83,2016-17,2016-17,S12000044,North Lanarkshire,worthwhile,Worthwhile,very-good,Very good
41.31,,26.65,55.97,2011-12,2011-12,E07000191,West Somerset,happiness,Happiness,very-good,Very good
,x,,,2017-18,2017-18,E07000190,Taunton Deane,happiness,Happiness,poor,Poor
16.27,,12.47,20.07,2019-20,2019-20,E06000029,Poole,happiness,Happiness,fair,Fair
,x,,,2012-13,2012-13,E07000201,Forest Heath,happiness,Happiness,fair,Fair
,x,,,2017-18,2017-18,S12000024,Perth and Kinross,worthwhile,Worthwhile,poor,Poor
36.83,,29.31,44.34,2014-15,2014-15,E07000049,East Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,anxiety,Anxiety,good,Good
29.61,,21.18,38.05,2017-18,2017-18,E07000205,Suffolk Coastal,anxiety,Anxiety,good,Good
,x,,,2019-20,2019-20,E07000204,St Edmundsbury,anxiety,Anxiety,good,Good
,x,,,2012-13,2012-13,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
,x,,,2014-15,2014-15,E07000191,West Somerset,happiness,Happiness,good,Good
36.95,,24.59,49.3,2014-15,2014-15,E07000051,Purbeck,happiness,Happiness,very-good,Very good
37.26,,33.83,40.69,2013-14,2013-14,S12000024,Perth and Kinross,happiness,Happiness,very-good,Very good
18.47,,15.28,21.66,2012-13,2012-13,E06000029,Poole,happiness,Happiness,fair,Fair
33.20,,23.27,43.17,2015-16,2015-16,E07000190,Taunton Deane,happiness,Happiness,very-good,Very good
42.18,,32.05,52.3,2018-19,2018-19,E07000050,North Dorset,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E07000201,Forest Heath,happiness,Happiness,poor,Poor
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E07000050,North Dorset,worthwhile,Worthwhile,good,Good
,x,,,2019-20,2019-20,E07000050,North Dorset,worthwhile,Worthwhile,fair,Fair
,x,,,2012-13,2012-13,E07000206,Waveney,anxiety,Anxiety,good,Good
