FeatureCode,DateCode,Measurement,Units,Value,Tenure
E08000031,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E08000031,2022 Q2,Completions,building-completions,10,Local Authority
E08000031,Year ending 2022-09-30,Completions,building-completions,30,Local Authority
E08000031,2022 Q3,Completions,building-completions,10,Local Authority
E08000031,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E08000031,2022 Q1,Completions,building-completions,10,Local Authority
E08000031,Year ending 2022-03-31,Completions,building-completions,30,Local Authority
E08000031,Year ending 2022-03-31,Completions,building-completions,490,Private Enterprise
E08000031,2022 Q1,Completions,building-completions,70,Private Enterprise
E08000031,Year ending 2022-06-30,Completions,building-completions,330,Private Enterprise
E08000031,2022 Q2,Completions,building-completions,60,Private Enterprise
E08000031,2022 Q3,Completions,building-completions,40,Private Enterprise
E08000031,Year ending 2022-09-30,Completions,building-completions,250,Private Enterprise
E08000031,2022 Q3,Completions,building-completions,50,All
E08000031,Year ending 2022-09-30,Completions,building-completions,280,All
E08000031,Year ending 2022-03-31,Completions,building-completions,530,All
E08000031,2022 Q1,Completions,building-completions,70,All
E08000031,2022 Q2,Completions,building-completions,70,All
E08000031,Year ending 2022-06-30,Completions,building-completions,370,All
E09000030,Year ending 2022-03-31,Completions,building-completions,270,Housing Association
E09000030,2022 Q1,Completions,building-completions,0,Housing Association
E09000030,2022 Q3,Completions,building-completions,0,Housing Association
E09000030,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000030,2022 Q2,Completions,building-completions,0,Housing Association
E09000030,Year ending 2022-06-30,Completions,building-completions,220,Housing Association
E09000030,2022 Q2,Completions,building-completions,20,Local Authority
E09000030,Year ending 2022-09-30,Completions,building-completions,30,Local Authority
E09000030,2022 Q3,Completions,building-completions,0,Local Authority
E09000030,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E09000030,Year ending 2022-03-31,Completions,building-completions,20,Local Authority
E09000030,2022 Q1,Completions,building-completions,0,Local Authority
E09000030,2022 Q1,Completions,building-completions,70,Private Enterprise
E09000030,Year ending 2022-03-31,Completions,building-completions,2190,Private Enterprise
E09000030,Year ending 2022-06-30,Completions,building-completions,1570,Private Enterprise
E09000030,2022 Q2,Completions,building-completions,630,Private Enterprise
E09000030,2022 Q3,Completions,building-completions,300,Private Enterprise
E09000030,Year ending 2022-09-30,Completions,building-completions,1160,Private Enterprise
E09000030,2022 Q3,Completions,building-completions,300,All
E09000030,Year ending 2022-09-30,Completions,building-completions,1200,All
E09000030,2022 Q1,Completions,building-completions,70,All
E09000030,Year ending 2022-03-31,Completions,building-completions,2470,All
E09000030,2022 Q2,Completions,building-completions,650,All
E09000030,Year ending 2022-06-30,Completions,building-completions,1820,All
E09000001,2022 Q1,Completions,building-completions,0,Housing Association
E09000001,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E09000001,2022 Q3,Completions,building-completions,0,Housing Association
E09000001,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000001,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E09000001,2022 Q2,Completions,building-completions,0,Housing Association
E09000001,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000001,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000001,2022 Q3,Completions,building-completions,0,Local Authority
E09000001,2022 Q2,Completions,building-completions,0,Local Authority
E09000001,2022 Q1,Completions,building-completions,0,Local Authority
E09000001,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000001,Year ending 2022-03-31,Completions,building-completions,0,Private Enterprise
E09000001,2022 Q1,Completions,building-completions,0,Private Enterprise
E09000001,2022 Q2,Completions,building-completions,0,Private Enterprise
E09000001,Year ending 2022-06-30,Completions,building-completions,0,Private Enterprise
E09000001,2022 Q3,Completions,building-completions,0,Private Enterprise
E09000001,Year ending 2022-09-30,Completions,building-completions,0,Private Enterprise
E09000001,2022 Q3,Completions,building-completions,0,All
E09000001,Year ending 2022-09-30,Completions,building-completions,0,All
E09000001,Year ending 2022-03-31,Completions,building-completions,0,All
E09000001,2022 Q1,Completions,building-completions,0,All
E09000001,Year ending 2022-06-30,Completions,building-completions,0,All
E09000001,2022 Q2,Completions,building-completions,0,All
E09000026,2022 Q1,Completions,building-completions,0,Housing Association
E09000026,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E09000026,Year ending 2022-09-30,Completions,building-completions,140,Housing Association
E09000026,2022 Q3,Completions,building-completions,0,Housing Association
E09000026,2022 Q2,Completions,building-completions,140,Housing Association
E09000026,Year ending 2022-06-30,Completions,building-completions,160,Housing Association
E09000026,2022 Q2,Completions,building-completions,0,Local Authority
E09000026,2022 Q3,Completions,building-completions,0,Local Authority
E09000026,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000026,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000026,2022 Q1,Completions,building-completions,0,Local Authority
E09000026,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000026,Year ending 2022-03-31,Completions,building-completions,90,Private Enterprise
E09000026,2022 Q1,Completions,building-completions,0,Private Enterprise
E09000026,Year ending 2022-06-30,Completions,building-completions,70,Private Enterprise
E09000026,2022 Q2,Completions,building-completions,10,Private Enterprise
E09000026,Year ending 2022-09-30,Completions,building-completions,60,Private Enterprise
E09000026,2022 Q3,Completions,building-completions,10,Private Enterprise
E09000026,Year ending 2022-09-30,Completions,building-completions,200,All
E09000026,2022 Q3,Completions,building-completions,10,All
E09000026,Year ending 2022-03-31,Completions,building-completions,120,All
E09000026,2022 Q1,Completions,building-completions,0,All
E09000026,2022 Q2,Completions,building-completions,150,All
E09000026,Year ending 2022-06-30,Completions,building-completions,230,All
E09000033,2022 Q1,Completions,building-completions,10,Housing Association
E09000033,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E09000033,Year ending 2022-09-30,Completions,building-completions,10,Housing Association
E09000033,2022 Q3,Completions,building-completions,0,Housing Association
E09000033,2022 Q2,Completions,building-completions,0,Housing Association
E09000033,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E09000033,2022 Q2,Completions,building-completions,0,Local Authority
E09000033,2022 Q3,Completions,building-completions,0,Local Authority
E09000033,Year ending 2022-09-30,Completions,building-completions,70,Local Authority
E09000033,Year ending 2022-06-30,Completions,building-completions,70,Local Authority
E09000033,2022 Q1,Completions,building-completions,0,Local Authority
E09000033,Year ending 2022-03-31,Completions,building-completions,80,Local Authority
E09000033,Year ending 2022-03-31,Completions,building-completions,120,Private Enterprise
E09000033,2022 Q1,Completions,building-completions,90,Private Enterprise
E09000033,Year ending 2022-06-30,Completions,building-completions,150,Private Enterprise
E09000033,2022 Q2,Completions,building-completions,40,Private Enterprise
E09000033,Year ending 2022-09-30,Completions,building-completions,160,Private Enterprise
E09000033,2022 Q3,Completions,building-completions,10,Private Enterprise
E09000033,Year ending 2022-09-30,Completions,building-completions,240,All
E09000033,2022 Q3,Completions,building-completions,10,All
E09000033,Year ending 2022-03-31,Completions,building-completions,220,All
E09000033,2022 Q1,Completions,building-completions,100,All
E09000033,2022 Q2,Completions,building-completions,40,All
E09000033,Year ending 2022-06-30,Completions,building-completions,240,All
E07000095,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E07000095,2022 Q1,Completions,building-completions,10,Housing Association
E07000095,2022 Q3,Completions,building-completions,10,Housing Association
E07000095,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000095,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E07000095,2022 Q2,Completions,building-completions,20,Housing Association
E07000095,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000095,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000095,2022 Q3,Completions,building-completions,0,Local Authority
E07000095,2022 Q2,Completions,building-completions,0,Local Authority
E07000095,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000095,2022 Q1,Completions,building-completions,0,Local Authority
E07000095,2022 Q1,Completions,building-completions,50,Private Enterprise
E07000095,Year ending 2022-03-31,Completions,building-completions,160,Private Enterprise
E07000095,2022 Q2,Completions,building-completions,80,Private Enterprise
E07000095,Year ending 2022-06-30,Completions,building-completions,230,Private Enterprise
E07000095,2022 Q3,Completions,building-completions,60,Private Enterprise
